רשות מקומית,ישוב,מספר זיהוי,סוג מתקן,שם המתקן,שכונה-רובע,רחוב,מספר בית,ציר X,ציר Y,מספר המבנים,בעלי המתקן,גוף מפעיל המתקן,טלפון איש קשר,דואל איש קשר,מספר מושבים,פנוי לפעילות,גידור קיים,תאורה קיימת,נגישות לנכים,חניה לרכבים,מצב המתקן,מתקן תקני לתחרויות,שימוש לתחרויות רשמיות,שנת הקמה,משרת בית ספר
תל אביב-יפו,,201R1104101,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"מגרש כדור סל וקט רגל 47X20 ביה""ס גורדון",,הירקון,248,178760,666610,2,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,בית ספר גורדון
תל אביב-יפו,,201S1106255,מגרש חול קבוע לכדורעף או לקטרגל או לכדוריד חופים,מיתחמי כדורעף חופים,חוף בוגרשוב,הירקון,,178100,665120,2,תל אביב-יפו,עיריית תל אביב,037240342,,,פתוח ללא הגבלה,לא,לא,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201S1106262,מגרש חול קבוע לכדורעף או לקטרגל או לכדוריד חופים,מיתחמי כדורעף חופים,חוף הילטון,הירקון,,178430,666450,2,תל אביב-יפו,עיריית תל אביב,037240342,,,פתוח ללא הגבלה,לא,לא,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201S1106276,מגרש חול קבוע לכדורעף או לקטרגל או לכדוריד חופים,מיתחמי כדורעף חופים,חוף גורדון,הירקון,,178200,665610,8,תל אביב-יפו,עיריית תל אביב,037240342,,,פתוח ללא הגבלה,לא,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,,
תל אביב-יפו,,201G1101737,אולם ספורט קטן – 20x10 מ',"ביה""ס גורדון",,הירקון,248,178770,666610,,תל אביב-יפו,עיריית תל אביב,5465869,,,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2010,בית ספר גורדון
תל אביב-יפו,,201R1106100,שייט מרכז ימי,מועדון שייט לב הים הילטון,,הירקון,,178420,666410,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,לא,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1990,
תל אביב-יפו,,201R1106596,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"מרינה ת""א - פעילות ימית",מרינה תל אביב,אליעזר פרי,14,178790,667230,,,חב' אתרים,5640100,,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,,
תל אביב-יפו,,201P3106458,בריכת שחיה במידות אחרות,מלון רנסנס,,הירקון,121,178100,665000,,,פרטי,035215555,reserve@renaissancetelaviv.co.il,,כניסה בתשלום במקום,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201P3106370,בריכת שחיה במידות אחרות,"מלון דן ת""א",,הירקון,99,178220,665220,,,פרטי,035202525,dantelaviv@danhotels.com,,כניסה בתשלום במקום,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201P3106454,בריכת שחיה במידות אחרות,מלון שרתון,,הירקון,115,178260,665430,,,פרטי,035211111,mandlawy_m@mail.tel-aviv.gov.il,,כניסה בתשלום במקום,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201S1107831,מגרש חול קבוע לכדורעף או לקטרגל או לכדוריד חופים,קט רגל חופים,חוף פרישמן,הרברט סמואל,,178130,665260,,תל אביב-יפו,עיריית תל אביב,03-724034,,,פתוח ללא הגבלה,לא,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201S1107832,מגרש חול קבוע לכדורעף או לקטרגל או לכדוריד חופים,קט רגל חופים,חוף גורדון,הירקון,,178200,665610,,תל אביב-יפו,עיריית תל אביב,03-724034,,,פתוח ללא הגבלה,לא,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201A1106461,מכון לכושר גופני,מלון שרתון,,הירקון,115,178260,665430,,,פרטי,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,כניסה בתשלום במקום,לא,כן,לא,כן,תקין ופעיל,,,,
תל אביב-יפו,,201A1106449,מכון לכושר גופני,מלון רמדה,,הירקון,121,178330,665610,,,פרטי,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,כניסה בתשלום במקום,לא,כן,לא,כן,תקין ופעיל,,,,
תל אביב-יפו,,201A1106385,מכון לכושר גופני,מלון הולידיי אין,,הירקון,145,178350,665690,,,פרטי,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,כניסה בתשלום במקום,לא,כן,לא,כן,תקין ופעיל,,,,
תל אביב-יפו,,201A1107700,מכון לכושר גופני,פלאזה,,הירקון,79,178160,664940,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,כניסה בתשלום במקום,לא,כן,לא,כן,תקין ופעיל,,,,
תל אביב-יפו,,201A1106409,מכון לכושר גופני,מלון מוריה,,הירקון,155,178380,665770,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,כניסה בתשלום במקום,לא,כן,לא,כן,תקין ופעיל,,,,
תל אביב-יפו,,201B2102586,מגרש ספורט משולב – 43X32 מ',גן הרצפלד,,הטייסים,124,182510,661480,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201G3101791,אולם ספורט בינוני – 32x19 מ',"ביה""ס נופים",,החצוצרה,18,179060,661250,,תל אביב-יפו,עיריית תל אביב,5181751,,,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2018,בית ספר גבעת השלום
תל אביב-יפו,,201R1104076,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"מגרש כדור סל וקט רגל 27X16 ביה""ס נופים",,החצוצרה,18,179100,661230,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,בית ספר נופים
תל אביב-יפו,,201B2102641,מגרש ספורט משולב – 43X32 מ',גן ריקליס,,הולצברג פנת שד' ירושלים,,176510,659690,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201A2106286,מתקן פתוח לכושר גופני,מיתקני ספורט בגנים ובחופים,גן התקווה,ההגנה 108,,180870,662300,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,מבוקר ועד לילה,לא,לא,כן,כן,תקין ופעיל,,,,
תל אביב-יפו,,201B2102578,מגרש ספורט משולב – 43X32 מ',גן התקוה,,ההגנה,108,180860,662290,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201A2106302,מתקן פתוח לכושר גופני,מיתקני ספורט בגנים ובחופים,גן הגיחון,הגיחון 5,,177460,660730,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,מבוקר ועד לילה,לא,לא,כן,כן,תקין ופעיל,,,,
תל אביב-יפו,,201A2106282,מתקן פתוח לכושר גופני,מיתקני ספורט בגנים ובחופים,גן סובטניק,הגיבור האלמוני 3,,181150,662470,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,מבוקר ועד לילה,לא,לא,כן,כן,תקין ופעיל,,,,
תל אביב-יפו,,201F3102659,אצטדיון כדורגל – 105X70 מ',דיוויס לואיס - מגרש כדורגל 118X73,יפו ג',"הבעש""ט",,176670,660520,1,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,500,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,,
תל אביב-יפו,,201F3107247,אצטדיון כדורגל – 105X70 מ',נוה גולן - מגרש כדורגל 100X65,יפו ג',"הבעש""ט",,176670,660520,1,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,700,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,,
תל אביב-יפו,,201R1104547,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש כדורסל וקט רגל 23X12 מרכז קהילתי נווה גולן,,הבעל שם טוב,41,176720,660510,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,נוה גולן
תל אביב-יפו,,201F3103386,אצטדיון כדורגל – 105X70 מ',כפר שלם - מגרש כדורגל 105X63,כפר שלם,הבושם,,181230,661290,1,,הפועל כפר שלם,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,לא,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,,
תל אביב-יפו,,201G3106705,אולם ספורט בינוני – 32x19 מ',מרכז ספורט חדש,,דרך נמיר,81,180730,666340,,תל אביב-יפו,עיריית תל אביב,,,120,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2004,
תל אביב-יפו,,201R1104040,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש כדור סל וקט רגל 20x14 מרכז ספורט חדש,,דרך נמיר,81,180810,666350,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,חדש
תל אביב-יפו,,201R1104039,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש כדור סל וקט רגל 20x14 מרכז ספורט חדש,,דרך נמיר,81,180810,666350,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,חדש
תל אביב-יפו,,201R1104035,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"מגרש כדור סל וקט רגל 20x14 (שני מגרשים )ביה""ס תיכון חדש",,דרך נמיר,81,180820,666340,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,בית ספר תיכון חדש
תל אביב-יפו,,201B2105104,מגרש ספורט משולב – 43X32 מ',מגרש משולב - סמינר הקיבוצים,,דרך נמיר,149,180500,667580,,,עיריית תל אביב,03-7253833,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,סמינר הקיבוצים
תל אביב-יפו,,201G1101757,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"ביה""ס חורב",,הבושם,6,180690,661640,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2019,בית ספר חורב
תל אביב-יפו,,201R1104045,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"מגרש כדור סל וקט רגל 26x14 ביה""ס אלומים",,דרך לוד,186,182140,661360,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,בית ספר אלומים
